sentence,theme,confidence,report_year,source_file
"The IT infrastructure at the Ministry, BSI, Kolkata, ZSI, Kolkata and Andaman & Nicobar Forest Plantations and Development Corporation, Port Blair was strengthened.",water_conservation,0.2,2009-10,moefcc_2009_10.pdf
"Environmental degradation due to mismanagement of civic amenities like location of waste dump, water logging etc.",water_conservation,0.2,2009-10,moefcc_2009_10.pdf
(28.02.2010) 1 Environment 1200.00 918.83 1246.01 259.16 224.22 255.00 240.42 291.42 265.76 187.80 2 National River Conservation Directorate 1670.00 1543.69 2540.00 340.00 320.94 326.71 326.12 577.33 428.28 396.44 3 Forestry & Wildlife 1600.00 1283.55 2943.99 371.61 361.73 521.08 520.87 599.63 574.29 506.83 4 National Afforestation and Ecodevelopment Board 1300.00 1293.40 3150.00 359.23 422.05 372.21 370.71 386.62 357.67 324.44 5 Animal Welfare 175.00 75.11 120.00 21.00 20.79 25.00 24.90 25.00 24.00 13.21,biodiversity,0.6,2009-10,moefcc_2009_10.pdf
Sector Outlay 2010-11 1 Environment 480.17 2 National River Conservation Directorate 751.71 3 Forestry & Wildlife 592.12 4 National Afforestation and Eco-development Board 352.00 5 Animal Welfare 24.00 Total 2200.00 Table-33.,biodiversity,0.6,2009-10,moefcc_2009_10.pdf
"No. 0674-2301213 Orissa, Andaman & Nicobar, Island, IFSChief Conservator of Forests (C), Fax No. 0674-2302432 Bihar, Jharkhand and West Bengal Ministry of Environment and Forests, Regional Office (EZ), A/3, Chandersekharpur, Bhubaneshwar-751023 3.",water_conservation,0.2,2009-10,moefcc_2009_10.pdf
"No. 0755-2466525 Madhya Pradesh, Chhattisgarh, Chief Conservator of Forests (C), Fax No. 0755-2463102 Maharashtra, Gujarat, Ministry of Environment and Dadra & Nagar Haveli, Forests, Regional Office (WZ), E-5, Daman & Diu Kendriya Paryavaran Bhawan, E-5 Arera Colony, Link Road-3, Ravishankar Nagar, Bhopal-462016 4.",water_conservation,0.2,2009-10,moefcc_2009_10.pdf
"North Eastern Hill University, Shillong   793 014 Regional Centre for NAEB University of Agricultural Sciences, GKVK Campus, Bengaluru-560065 Regional Centre for NAEB Indian Institute of Forest Management, Nehru Nagar, Post Box no. 357, Bhopal-462003 Regional Centre for NAEB Dr. Y. S. Parmar University of Horticulture and Forestry, Nauni, Solan-173230 Regional Centre for NAEB Jadavpur University, Kolkata-700032 State/UTs covered as per MOU Haryana, Rajasthan, Uttar Pradesh, Uttarakhand and UT of Delhi Maharashtra, Gujarat, Goa and UTs of Daman & Diu, Dadar & Nagar Haveli Arunachal Pradesh, Assam, Manipur, Meghalaya, Mizoram, Nagaland and Tripura Andhra Pradesh, Karnataka, Kerala, Tamil Nadu and UTs of Puducherry and Lakshadweep Chhattisgarh, Madhya Pradesh and Orissa Himachal Pradesh, Jammu & Kashmir, Punjab and UT of Chandigarh Bihar, Jharkhand, Sikkim, West Bengal and UT of Andaman & Nicobar Islands S.No. 1. 2. 3. 4. 5. 6. 7. 306 Ministry of Environment & Forests Annexure-II C Centres of Excellence / Autonomous / Associated Agencies etc. of Ministry of Environment and Forests Centres of Excellence Centre for Environment Education (CEE), Nehru Foundation for Development, Thaltej Tekra, Ahmedabad   380 054 C.P.R Environmental Education Centre (CPREEC),1 A, Eldams Road, Chennai   600 018, Tamil Nadu Centre for Ecological Sciences (CES), Indian Institute of Science (IISc)",water_conservation,0.2,2009-10,moefcc_2009_10.pdf
"Bengaluru   560 012, Karnataka Centre for Mining Environment (CME), Indian School of Mines, Dhanbad   826 004, Jharkhand Salim Ali Centre for Ornithology and Natural History (SACON), Kalayampalayam, Coimbatore   641 010 Centre for Environmental Management of Degraded Ecosystems (CEMDE), School of Environmental Studies, University of Delhi, Delhi   110 007 Madras School of Economics (MSE), Gandhi Mandampam Road, Chennai   600 025 Foundation for Revitalization of Local Health Traditions (FRLHT), 50 MSH Layout, 2nd Stage, 3rd Main,2nd Cross, Anand Nagar, Bengaluru   560024 Tropical Botanic Garden and Research Institute(TBGRI), Pacha Palode, Thiruvananthapuram   695562, Kerala Centre for Animals and Environment, CARTMAN, Koramangala, 6th Block, Bengaluru   550 095, Karnataka Autonomous Agencies a) Environment Wing Central Pollution Control Board, Parivesh Bhawan CBD-cum-Office Complex, East Arjun Nagar, Delhi - 110 032 Contact Details",water_conservation,0.2,2009-10,moefcc_2009_10.pdf
"No. 136, Deovan, Jorhat-785001, Assam c) Wildlife Wing Wildlife Institute of India, P.B. No. 18, Chandrabani, Dehradun - 248 001 Central Zoo Authority Bikaner House, Annexe VI Shahjahan Road , New Delhi - 110011 Subordinate Offices a)Environment Wing Botanical Survey of India CGO Complex, 3rd MSO Building, DF Block, Sector 1, Salt Lake City, Kolkata   700 064 Zoological Survey of India M-Block, New Alipur, Kolkata - 700 053 National Museum of Natural History, FICCI Building, Barakhamba Road, New Delhi - 110 001 Regional Centres of ZSI",water_conservation,0.2,2009-10,moefcc_2009_10.pdf
"The Officer In Charge, Zoological Survey of India, Andaman and Nicobar Reg.",water_conservation,0.2,2009-10,moefcc_2009_10.pdf
"Station, Port Blair-7441002, Andaman.",water_conservation,0.2,2009-10,moefcc_2009_10.pdf
"Botanical Survey of India Eastern Circle , Woodlands, Laithmukrta, Shillong   793003 Botanical Survey of India Arunachal Field Station, Sankie View, Itanagar   791111, Arunachal Pradesh Botanical Survey of India Andaman & Nicobar Circle, P.O. No. 692, Haddo, Port Blair-744102.",water_conservation,0.2,2009-10,moefcc_2009_10.pdf
"Fax : (0135) 757326 3. 4. 5. 6. 7. 8. 9. 10. 1. 2. 3. 312 Ministry of Environment & Forests Regional Offices of Forest Survey of India Regional Director (Central Zone) Forest Survey of India, Central Zone C.G.O. Complex, Block  A , Seminary Hills, Nagpur-440006 Regional Director (Eastern Zone) Forest Survey of India, 97/1B, Hazra Road (2nd Floor), Kolkata   700026 Regional Director (SZ) Forest Survey of India, 8th Floor, B-Wing, Kendriya Sadan, Koramangala, Bengaluru - 34 Regional Director (North Zone) Forest Survey of India, North Zone, Himlok Parisar,  Shivalik Khand , Batsley Longwood, Shimla - 171001, Himachal Pradesh c) Wildlife Wing Director, National Zoological Park, Mathura Road, New Delhi - 110 003 Regional Offices Wildlife Preservation Western Region, 11 Air Cargo Complex Sahar, Mumbai - 400 099 Wildlife Preservation Eastern Region, Nizam Palace, 6th Floor, M.S. Building, 234/4, A.J.C. Bose Road, Kolkata - 700 020 Wildlife Preservation Northern Region, Bikaner House, ShahjahanRoad, New Delhi - 110 011 Wildlife Preservation Southern Region, C-2/A, Rajaji Bhawan, Basant Nagar, C.G.O. Complex, Chennai - 600 090 Public Sector Undertaking Andaman & Nicobar Islands Forests and Plantation Development Corporation Ltd. Van Vikas Bhawan, Port Blair, Andaman & Nicobar Islands.",biodiversity,0.6,2009-10,moefcc_2009_10.pdf
"Phyto-remediation using mangrove species for sustainable water quality in Uppanar Esturary of Cuddalore district, TamilNadu  A novel approach.",biodiversity,0.4,2009-10,moefcc_2009_10.pdf
Study of pesticide pollution in Karnataka through honeybees and their products as bioindicators Mono-and bi-metallic nanoparticles adsorbed on solid support : A cost effective and efficient way for treatment of industrial effluents and contaminated surface water Treatment of petroleum refinery waste water in sequencing batch reactor Development of new pesticide delivery devices for remediation of Environmental pollution.,water_conservation,0.2,2009-10,moefcc_2009_10.pdf
Environmental and socio-economic externalities of land Degradation the Nilgris Mountain of Tamil Nadu Effects of pollutants on the Biodiversity river Jhelum with special emphasis on cold water fisheries Environmental concentration of microbial polyester as potential bioindicators of pollution and their degradation studies.,water_conservation,0.4,2009-10,moefcc_2009_10.pdf
"Assessment of Exposure to Toluene disocyanate (TDI) among polyurethane from industry workers Persistent organic pollutants(POPs) in sediments and food web of tropical mangrove ecosystem at Pichavaram, South India Impact of Diesel Oil Pollution on Freshwater Aquaculture and its Possible Bioremediation by Microorganisms Bryophytes-tool for National Multi -Elemental atmoshperic survey of 100 years Cellular/molecular mechanisms involved for arsenic detoxification and tolerance in rice and Indian mustard varieties Dr.(Mrs.)",biodiversity,0.4,2009-10,moefcc_2009_10.pdf
"Dr. Karam V. Singh,Desert Medicine Research Centre, Indian Council of Medical Science,New Pali Road, Jodhpur-342005, Rajasthan Dr. C. Sekar,Agricultural Engineering College and Research Institute, Post Harvest Technology Centre, Tamil Nadu Agricultural University, Coimbatore-641003 Dr. Mohammad Farooq Mir, Post Graduate Department of Environment & Science / Hydrology, Faculty of Science, S.P. College, Srinagar-190001 (J&K) Dr. R.M. Murugappan,Department of Zoology, Unit of Industrial Microbiology Thiagarajar College, Madurai-625 009, Tamil Nadu.",water_conservation,0.2,2009-10,moefcc_2009_10.pdf
Title of the Project Name of Principal Investigator & Institute 315 Annual Report 2009-2010 Assessment of anthropogenic activities on soil / water and certain medicinal plants species in and around Bharalu river in Guwahati city Development of new environment friendly adsorption media and its value added application for removal of hazardous anions from water.,water_conservation,0.2,2009-10,moefcc_2009_10.pdf
Occurrence and impact of endocrine disrupting substances in the chosen fin and shell fishes of south-east cost of India Abatement of F2 using fluidized Bed Impact of stone mining on water quality of Tlawng river in Mizoram: Strategy for management of river water through eco-restoration of abandoned mine areas.,water_conservation,0.6,2009-10,moefcc_2009_10.pdf
